TransactionAmount,PreviousTransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,AmountBin,AgeBin,Target
39.66,896,1,41,1,52.0,1,169.0,1.0,8497.34,57,1,0,3
99.36,843,1,39,0,40.0,0,45.99999999999999,1.0,1272.12,172,1,0,3
123.85,1573,1,19,2,56.0,1,244.0,1.0,3959.62,13,1,0,2
426.93,2431,1,29,0,19.0,3,247.99999999999997,1.0,476.18999999999994,169,2,2,1
133.73,886,0,38,2,25.0,3,123.0,1.0,1872.2200000000003,179,1,2,3
222.39,1552,1,41,2,49.0,1,73.0,1.0,3117.39,268,1,0,2
215.94,1006,0,41,2,22.0,3,140.0,1.0,1841.69,261,1,2,3
826.23,987,1,7,0,29.0,0,209.0,1.0,7580.590000000001,360,0,2,3
131.46,868,1,5,1,67.0,2,258.0,1.0,6642.33,306,1,1,3
202.86,929,0,22,1,61.0,0,149.0,1.0,7642.250000000001,151,1,1,3
268.39,1171,1,24,0,26.0,3,171.0,1.0,136.74,17,1,2,3
137.35,604,0,34,3,40.0,0,220.0,1.0,12662.66,240,1,0,0
712.75,2485,1,30,1,44.0,0,25.000000000000004,1.0,8126.0599999999995,209,0,0,1
353.82,675,1,25,0,42.0,0,143.0,1.0,705.7499999999999,17,2,0,3
212.74,2369,1,39,1,27.0,1,128.0,1.0,7645.469999999999,360,1,2,1
364.42,1888,1,7,0,51.0,1,146.0,1.0,8119.73,173,2,0,1
195.12,1349,1,21,0,46.0,0,144.0,1.0,6101.15,256,1,0,2
230.61,1629,1,33,1,80.0,2,204.0,1.0,2561.42,203,1,1,2
739.28,1117,0,40,1,58.0,0,47.0,1.0,11905.64,289,0,0,3
390.35,1808,0,29,0,64.0,0,61.00000000000001,1.0,7095.88,218,2,1,2
242.03000000000003,493,1,9,2,58.0,1,123.99999999999999,1.0,4382.73,49,1,0,0
242.39000000000001,2169,0,35,0,18.0,3,271.0,1.0,1328.73,25,1,2,1
135.03,381,1,37,0,23.0,3,180.0,1.0,1278.0,115,1,2,0
193.54,2003,1,28,1,80.0,2,267.0,1.0,2929.51,123,1,1,1
617.36,2191,1,18,3,29.0,1,61.00000000000001,1.0,8926.38,180,0,2,1
775.23,1428,0,0,2,59.0,0,37.99999999999999,1.0,5977.59,38,0,0,2
266.57,1806,1,12,0,72.0,2,100.00000000000001,1.0,7676.92,174,1,1,2
153.4,615,1,23,0,45.0,1,144.0,1.0,4657.7,105,1,0,0
5.12,1910,1,27,1,34.0,1,90.0,1.0,3293.01,248,1,2,1
119.11,1196,1,11,0,57.0,1,131.0,1.0,7998.25,205,1,0,3
119.72,220,1,40,1,30.0,1,123.0,1.0,3435.34,237,1,2,0
107.4,1144,1,41,2,58.0,0,32.0,1.0,344.07,100,1,0,3
115.92,122,1,33,0,53.0,2,57.0,1.0,3897.17,159,1,0,0
438.04,1562,1,30,0,67.0,2,247.0,1.0,5358.95,10,2,1,2
677.29,792,1,15,2,27.0,1,287.0,1.0,627.79,53,0,2,3
296.0,866,1,19,1,35.0,0,247.99999999999997,1.0,7418.82,31,1,2,3
299.09,95,0,4,1,36.0,1,84.00000000000001,1.0,5615.26,98,1,2,0
461.52,869,0,10,1,24.0,3,44.0,1.0,1995.1799999999998,150,2,2,3
100.52,191,1,19,0,50.0,1,110.0,1.0,453.39,304,1,0,0
85.35,1224,1,42,0,66.0,2,166.0,1.0,2173.76,2,1,1,3
79.76,225,1,33,1,39.0,1,170.0,1.0,6452.14,191,1,0,0
778.49,1206,0,29,2,75.0,2,107.0,1.0,7713.67,178,0,1,3
386.38,158,1,31,2,42.0,1,135.0,1.0,5528.36,223,2,0,0
165.25,2212,1,34,2,35.0,0,106.0,1.0,9939.94,311,1,2,1
14.29,411,1,20,0,34.0,1,150.0,1.0,7016.99,149,1,2,0
232.79,1758,0,16,1,55.0,2,145.0,1.0,2661.3,316,1,0,2
293.97,2128,1,31,1,68.0,2,153.0,1.0,7371.85,154,1,1,1
136.32,1896,1,24,2,19.0,3,113.0,1.0,264.83,181,1,2,1
251.06,2313,1,7,2,36.0,0,34.0,1.0,10001.66,230,1,2,1
50.17,1734,0,34,0,77.0,2,35.0,1.0,7752.140000000001,275,1,1,2
21.4,2447,1,14,1,34.0,1,258.0,1.0,9594.11,316,1,2,1
73.28,486,1,4,1,21.0,3,21.000000000000004,1.0,1329.41,273,1,2,0
70.23,1702,1,22,0,38.0,0,260.0,1.0,11624.93,53,1,2,2
689.29,44,1,12,0,22.0,3,100.00000000000001,1.0,168.84,86,0,2,0
745.03,1408,1,13,2,28.0,3,231.0,1.0,160.57,172,0,2,2
54.61,2282,1,25,0,58.0,1,160.0,1.0,7135.64,56,1,0,1
54.05,761,1,21,1,27.0,3,146.0,1.0,469.13999999999993,310,1,2,3
107.47,687,1,2,2,67.0,2,144.0,1.0,7517.499999999999,345,1,1,3
219.63,2107,1,5,0,48.0,0,44.0,1.0,8013.63,66,1,0,1
93.52,1496,1,30,2,51.0,1,97.0,1.0,2791.2,101,1,0,2
275.92,1742,0,26,1,62.0,2,107.0,1.0,1777.38,76,1,1,2
376.79,194,1,25,1,68.0,2,265.0,1.0,7749.14,141,2,1,0
8.98,1525,1,11,2,66.0,4,56.0,1.0,4516.76,269,1,1,2
697.32,857,1,1,2,68.0,2,91.0,1.0,2016.0200000000002,294,0,1,3
17.45,1704,2,29,0,18.0,3,88.0,1.0,1959.52,196,1,2,2
442.74,1938,1,36,1,23.0,3,136.0,1.0,1790.27,202,2,2,1
623.9,1448,1,38,0,27.0,3,249.0,1.0,711.4699999999999,232,0,2,2
63.41,2214,1,13,0,26.0,3,36.0,1.0,1546.22,52,1,2,1
346.85,2068,1,18,0,44.0,0,88.0,1.0,7208.15,242,2,0,1
71.95,276,0,43,2,59.0,1,53.00000000000001,1.0,9267.32,0,1,0,0
7.5,318,1,9,2,63.0,2,36.0,1.0,6485.78,304,1,1,0
206.46,2243,1,41,0,65.0,2,279.0,1.0,3984.38,21,1,1,1
423.11,1353,1,8,0,60.0,1,47.0,1.0,412.78,274,2,1,2
35.84,596,0,7,2,54.0,2,172.0,1.0,4795.65,273,1,0,0
88.6,301,0,33,1,28.0,3,105.0,1.0,246.57,144,1,2,0
22.46,891,1,27,2,54.0,2,78.0,1.0,6631.5,83,1,0,3
334.89,1318,1,13,2,21.0,3,260.0,1.0,1661.68,141,2,2,2
319.27,1315,0,29,2,54.0,2,59.00000000000001,1.0,5504.01,12,2,0,2
144.3,2334,1,28,0,18.0,3,88.0,1.0,312.19,255,1,2,1
348.7,799,0,14,1,69.0,2,149.0,1.0,2445.58,35,2,1,3
366.21,87,1,28,0,62.0,0,181.0,1.0,10862.99,312,2,1,0
99.11,785,1,30,2,55.0,2,12.0,1.0,5414.87,192,1,0,3
539.35,931,1,25,0,55.0,2,127.0,1.0,3919.4399999999996,325,2,0,3
188.99,1046,1,28,1,58.0,1,91.99999999999999,1.0,7315.34,69,1,0,3
710.14,470,1,12,0,26.0,3,227.0,1.0,465.62999999999994,356,0,2,0
308.68,404,1,25,2,53.0,0,170.0,1.0,9992.36,233,2,0,0
166.68,593,1,23,0,57.0,2,139.0,1.0,5141.19,355,1,0,0
66.58,2294,1,33,1,23.0,3,79.0,1.0,1636.32,145,1,2,1
223.43,252,1,9,1,77.0,2,178.0,1.0,7932.410000000001,195,1,1,0
659.95,1755,1,11,2,60.0,1,114.0,1.0,3927.6900000000005,3,0,1,2
634.86,1458,1,6,0,27.0,3,45.0,1.0,588.4999999999999,97,0,2,2
286.5,1990,0,4,1,30.0,1,60.00000000000001,1.0,8517.95,174,1,2,1
322.96,2225,0,30,1,76.0,2,168.00000000000003,1.0,2401.59,300,2,1,1
654.48,1425,1,8,1,19.0,3,114.0,1.0,6776.41,234,0,2,2
157.97,1133,1,30,1,48.0,0,140.0,1.0,5529.92,223,1,0,3
120.90000000000002,1269,2,40,1,40.0,0,52.00000000000001,1.0,9009.42,116,1,0,2
254.77,123,1,10,1,57.0,1,57.0,1.0,5994.87,44,1,0,0
795.96,1821,1,33,2,65.0,2,119.0,1.0,5468.58,123,0,1,2
149.25,664,1,29,0,39.0,1,142.0,1.0,5677.52,78,1,0,3
3.42,1779,0,35,3,43.0,0,158.0,1.0,14180.21,145,1,0,2
68.19,513,0,14,2,40.0,0,189.0,1.0,9895.1,87,1,0,0
493.4200000000001,1092,2,3,1,39.0,1,111.0,1.0,2232.84,218,2,0,3
37.57,769,1,12,0,57.0,2,42.00000000000001,1.0,7739.54,178,1,0,3
96.89,530,1,43,0,59.0,4,53.00000000000001,1.0,6044.93,282,1,0,0
448.33,778,1,1,0,25.0,3,161.0,1.0,922.19,201,2,2,3
8.65,1015,1,19,2,48.0,0,273.0,1.0,10778.35,160,1,0,3
539.81,350,1,37,2,46.0,1,177.0,1.0,2051.25,162,2,0,0
363.53,126,1,18,0,63.0,2,142.0,1.0,1038.91,273,2,1,0
64.9,299,0,11,1,51.0,2,72.0,1.0,6854.61,235,1,0,0
358.18,665,1,4,0,18.0,3,157.0,1.0,619.86,95,2,2,3
167.2,128,1,35,1,30.0,0,84.00000000000001,1.0,11320.83,29,1,2,0
121.90999999999998,1173,1,6,1,60.0,0,133.0,1.0,14510.8,156,1,1,3
137.57,2348,1,21,2,54.0,1,70.0,1.0,5103.67,298,1,0,1
534.62,2307,1,28,2,55.0,0,45.0,1.0,13793.53,12,2,0,1
463.92,501,1,23,2,50.0,1,199.0,1.0,2403.39,171,2,0,0
320.14,202,1,25,2,60.0,2,96.0,1.0,3075.97,77,2,1,0
214.93,874,1,0,2,28.0,3,52.00000000000001,1.0,7835.4,148,1,2,3
660.02,1902,1,26,1,20.0,3,84.00000000000001,1.0,414.43,132,0,2,1
345.81,1158,1,33,1,40.0,1,135.0,1.0,6116.8,350,2,0,3
143.54,1913,1,30,0,71.0,2,80.0,1.0,6067.62,119,1,1,1
42.55,617,1,39,1,53.0,1,29.000000000000004,1.0,7341.43,249,1,0,0
541.79,1473,1,23,0,22.0,3,125.0,1.0,1454.08,305,2,2,2
40.57,285,1,8,1,26.0,3,63.0,1.0,1476.91,14,1,2,0
498.66999999999996,2305,1,24,2,28.0,3,244.0,1.0,1719.97,121,2,2,1
227.22,594,1,12,0,53.0,0,220.0,1.0,832.82,332,1,0,0
56.94,2343,0,5,2,76.0,4,74.0,1.0,7004.63,79,1,1,1
629.82,1288,1,7,3,68.0,2,159.0,1.0,6385.69,335,0,1,2
59.44,1083,1,6,2,35.0,1,176.0,1.0,5472.03,11,1,2,3
186.69,2465,1,27,1,30.0,1,53.99999999999999,1.0,8602.22,109,1,2,1
230.46,764,1,23,2,19.0,3,179.0,1.0,162.53,147,1,2,3
65.09,421,0,39,2,44.0,1,159.0,1.0,9370.9,198,1,0,0
457.09,956,0,26,2,55.0,1,63.0,1.0,8570.82,142,2,0,3
552.02,2266,0,6,0,44.0,1,100.00000000000001,1.0,522.08,182,2,0,1
377.12,1491,1,15,0,34.0,1,61.00000000000001,1.0,836.6699999999998,316,2,2,2
204.56,1691,0,36,1,18.0,3,179.0,1.0,364.72,243,1,2,2
420.28,894,1,42,1,35.0,0,144.0,1.0,8557.32,158,2,2,3
124.59,823,1,5,1,27.0,3,171.0,1.0,129.29,178,1,2,3
73.88,6,1,5,2,39.0,0,34.0,1.0,6474.41,166,1,0,0
245.93,1028,1,14,1,54.0,1,172.0,1.0,7986.629999999999,334,1,0,3
622.41,2346,1,16,0,64.0,0,125.0,1.0,7322.01,85,0,1,1
43.73,633,1,29,0,34.0,0,145.0,1.0,9929.43,250,1,2,3
2.03,2472,0,11,0,33.0,1,28.0,1.0,3012.31,147,1,2,1
770.65,1228,1,17,2,31.0,0,137.0,1.0,7198.8,158,0,2,3
260.31,414,1,2,1,63.0,0,113.0,1.0,10980.38,339,1,1,0
356.1,2008,0,13,1,26.0,3,187.0,1.0,868.35,278,2,2,1
27.07,462,0,41,1,80.0,2,39.0,1.0,3773.2899999999995,214,1,1,0
119.89,2397,1,40,0,67.0,0,60.00000000000001,1.0,6697.77,159,1,1,1
106.39,295,1,41,2,37.0,0,281.0,1.0,9410.99,249,1,2,0
12.04,2141,1,13,2,37.0,1,58.00000000000001,1.0,6213.32,122,1,2,1
29.38,305,0,3,1,28.0,3,63.0,1.0,1663.31,284,1,2,0
319.85,1357,1,10,0,60.0,0,148.0,1.0,711.6599999999999,82,2,1,2
350.14,572,0,20,2,75.0,2,37.99999999999999,1.0,2403.25,137,2,1,0
163.94,1412,0,41,1,52.0,2,73.0,1.0,5957.37,208,1,0,2
170.53,245,1,28,1,24.0,3,58.00000000000001,1.0,801.01,206,1,2,0
262.22,1278,0,3,0,40.0,1,136.0,1.0,5711.71,360,1,0,2
41.49,745,1,0,2,24.0,3,13.0,1.0,928.33,339,1,2,3
121.43,554,0,34,1,52.0,1,243.0,1.0,7365.28,65,1,0,0
350.46,2326,1,26,1,51.0,2,165.0,1.0,5839.38,9,2,0,1
220.41,1630,0,12,2,26.0,1,155.0,1.0,5116.98,221,1,2,2
33.46,338,1,39,0,72.0,2,111.0,1.0,3641.07,169,1,1,0
104.79,1419,1,10,0,70.0,0,223.0,1.0,1352.19,224,1,1,2
246.27000000000004,2453,1,14,2,29.0,0,141.0,1.0,7299.86,273,1,2,1
48.85,2329,1,9,0,19.0,3,176.0,1.0,1503.56,52,1,2,1
332.0,770,1,5,0,69.0,2,17.0,1.0,5943.13,40,2,1,3
118.1,2046,1,22,2,54.0,1,167.0,1.0,895.6599999999999,171,1,0,1
84.59,726,0,19,1,67.0,0,10.0,1.0,5669.1,49,1,1,3
295.64,2365,1,17,2,21.0,3,82.0,1.0,1061.96,257,1,2,1
514.33,1000,1,30,1,25.0,3,160.0,1.0,1592.94,353,2,2,3
94.59,2274,1,42,2,39.0,0,34.0,1.0,6171.89,253,1,0,1
80.43,29,1,8,1,59.0,2,157.0,1.0,5987.67,115,1,0,0
54.25,1386,1,41,2,68.0,0,37.0,1.0,14783.33,150,1,1,2
518.85,1996,1,18,2,22.0,3,82.0,1.0,1806.0,14,2,2,1
10.65,742,1,21,2,54.0,0,161.0,1.0,13240.72,238,1,0,3
198.62,2485,0,40,1,27.0,3,84.00000000000001,1.0,1196.07,15,1,2,1
107.03,464,1,24,1,27.0,3,73.0,1.0,1408.07,349,1,2,0
346.11,30,1,9,1,41.0,1,213.0,1.0,9551.64,100,2,0,0
138.06,1347,1,5,1,44.0,1,159.0,1.0,1070.47,29,1,0,2
158.02,1756,1,27,0,49.0,1,120.0,1.0,9374.24,214,1,0,2
830.01,1321,0,6,2,66.0,2,96.0,1.0,4253.18,303,0,1,2
435.5,882,1,28,0,55.0,4,112.0,1.0,6981.03,197,2,0,3
110.49,2049,1,33,2,57.0,0,48.0,1.0,10483.93,356,1,0,1
329.4,2425,1,10,2,34.0,0,68.00000000000001,1.0,9588.07,92,2,2,1
635.4,1745,1,10,0,47.0,0,106.0,1.0,1238.11,321,0,0,2
769.97,317,1,36,1,22.0,3,22.999999999999996,1.0,1244.93,208,0,2,0
175.07,1639,1,7,1,26.0,3,169.0,1.0,1040.25,112,1,2,2
7.31,1155,1,19,1,78.0,2,282.0,1.0,5757.67,52,1,1,3
56.12,1710,1,12,0,30.0,0,102.0,1.0,8839.67,187,1,2,2
424.7,193,0,24,2,56.0,2,178.0,1.0,6239.89,122,2,0,0
35.73,1067,1,24,1,65.0,0,87.0,1.0,9073.17,285,1,1,3
3.44,133,1,13,0,78.0,2,107.99999999999999,1.0,7561.33,356,1,1,0
139.03,1609,0,20,2,50.0,1,81.0,1.0,2276.57,305,1,0,2
254.92,1722,0,35,0,28.0,1,169.0,1.0,2791.12,55,1,2,2
115.11,824,1,0,2,28.0,1,139.0,1.0,9808.97,235,1,2,3
171.11,872,1,37,0,57.0,2,171.0,1.0,6324.09,137,1,0,3
408.46,423,1,33,1,64.0,2,28.0,1.0,3140.79,117,2,1,0
342.17,2363,0,27,1,21.0,3,247.0,1.0,461.83,129,2,2,1
580.71,1752,1,30,0,53.0,1,95.0,1.0,5670.0,270,2,0,2
821.54,1549,0,1,1,79.0,2,36.0,1.0,4040.3199999999997,333,0,1,2
253.47,1090,1,1,1,20.0,3,238.0,1.0,220.51,109,1,2,3
22.81,974,1,27,2,62.0,2,75.0,1.0,3634.76,96,1,1,3
266.57,1212,0,4,2,39.0,1,96.0,1.0,7180.48,47,1,0,3
374.61,1604,0,23,2,75.0,2,37.0,1.0,1389.71,300,2,1,2
339.35,214,0,4,0,78.0,2,70.0,1.0,5002.7,114,2,1,0
810.36,118,1,8,0,20.0,3,67.0,1.0,9239.12,56,0,2,0
9.83,1339,1,22,0,24.0,3,86.0,1.0,666.42,160,1,2,2
135.57,1091,0,4,1,51.0,0,116.00000000000001,1.0,11351.64,320,1,0,3
340.05,2021,1,11,0,43.0,1,37.0,1.0,7234.15,80,2,0,1
283.45,1951,1,7,1,27.0,1,127.0,1.0,2049.51,148,1,2,1
100.99,967,1,27,0,68.0,0,114.0,1.0,8865.27,169,1,1,3
90.88,337,1,0,1,18.0,3,176.0,1.0,3908.4700000000003,50,1,2,0
655.15,5,1,39,0,26.0,1,264.0,1.0,5587.44,52,0,2,0
320.55,787,1,25,2,50.0,1,118.0,1.0,438.75,111,2,0,3
41.51,1850,1,31,2,28.0,3,48.0,1.0,609.5999999999999,330,1,2,2
71.53,2030,0,17,1,68.0,2,39.0,1.0,2393.73,336,1,1,1
467.13,1820,0,18,1,54.0,2,45.0,1.0,3914.84,35,2,0,2
235.4,1805,1,11,1,28.0,3,70.0,1.0,818.3599999999999,230,1,2,2
159.32,110,1,39,1,18.0,3,100.00000000000001,1.0,304.44,249,1,2,0
50.83,2375,0,30,2,30.0,0,48.0,1.0,9553.42,223,1,2,1
56.89,219,0,15,1,59.0,1,56.0,1.0,3034.67,209,1,0,0
20.22,490,1,17,0,43.0,1,138.0,1.0,5515.32,9,1,0,0
50.4,582,1,35,1,36.0,0,84.00000000000001,1.0,1677.01,54,1,2,0
73.88,835,1,20,1,53.0,2,131.0,1.0,4055.55,108,1,0,3
119.61,514,1,36,0,33.0,0,53.00000000000001,1.0,9899.94,65,1,2,0
116.58,1612,1,33,1,43.0,1,247.0,1.0,2620.74,27,1,0,2
391.96,1111,1,43,0,64.0,2,79.0,1.0,2174.16,24,2,1,3
156.26,17,0,41,1,46.0,1,160.0,1.0,7854.100000000001,186,1,0,0
427.0,1388,0,28,1,49.0,1,163.0,1.0,8253.65,67,2,0,2
443.68,766,1,40,3,18.0,3,137.0,1.0,874.1499999999999,243,2,2,3
101.76,341,2,30,3,31.0,0,26.0,1.0,6043.25,284,1,2,0
67.57,1516,1,5,1,37.0,1,107.0,1.0,2766.12,291,1,2,2
326.29,2312,1,10,2,56.0,1,179.0,1.0,8171.259999999999,260,2,0,1
158.56,416,1,34,0,33.0,0,100.00000000000001,1.0,5401.21,264,1,2,0
56.02,1122,1,22,2,27.0,3,142.0,1.0,3548.02,95,1,2,3
288.28,119,2,32,2,27.0,3,36.0,1.0,160.83,10,1,2,0
245.67,18,0,32,1,24.0,3,107.0,1.0,752.2499999999999,82,1,2,0
114.35,2223,0,12,1,41.0,1,21.000000000000004,1.0,469.12,230,1,0,1
373.27,1305,0,24,2,61.0,0,79.0,1.0,8441.61,360,2,1,2
504.63000000000005,2126,1,32,2,60.0,1,168.00000000000003,1.0,3806.16,87,2,1,1
820.15,2379,1,18,1,47.0,0,181.0,1.0,8802.97,251,0,0,1
8.37,82,1,7,0,63.0,2,135.0,1.0,1106.34,299,1,1,0
197.49,1202,0,14,2,53.0,2,30.0,1.0,5005.33,17,1,0,3
637.97,1992,1,27,1,58.0,2,90.0,1.0,7949.03,93,0,0,1
13.52,871,1,39,0,26.0,3,65.0,1.0,259.77,7,1,2,3
432.1,540,1,37,0,49.0,1,240.0,1.0,2114.3,233,2,0,0
642.68,324,1,14,1,50.0,0,94.0,1.0,8461.46,135,0,0,0
78.44,2192,0,38,2,52.0,2,292.0,1.0,6870.84,255,1,0,1
139.72,107,1,22,1,49.0,1,201.0,1.0,5058.83,121,1,0,0
499.99,1400,1,38,1,31.0,1,296.0,1.0,8885.0,162,2,2,2
10.07,114,1,0,2,24.0,3,49.0,1.0,530.81,154,1,2,0
120.61999999999999,395,1,33,0,23.0,3,85.0,1.0,9379.53,16,1,2,0
578.49,1937,1,26,1,59.0,2,180.0,1.0,6475.13,27,2,0,1
280.92,2484,1,31,2,41.0,0,168.00000000000003,1.0,5298.85,18,1,0,1
42.42,997,1,34,2,21.0,3,102.0,1.0,490.57,168,1,2,3
77.03,1118,1,14,0,67.0,0,259.0,1.0,11310.27,103,1,1,3
22.59,573,1,39,0,62.0,2,45.0,1.0,3988.75,119,1,1,0
568.76,1871,1,3,0,51.0,2,155.0,1.0,7484.319999999999,345,2,0,2
105.94,1418,1,28,1,51.0,1,207.0,1.0,5963.1,216,1,0,2
350.15,2224,0,14,0,21.0,3,195.0,1.0,296.47,134,2,2,1
183.67,1159,1,36,2,19.0,3,238.0,1.0,910.26,281,1,2,3
278.27,666,1,40,1,29.0,0,123.0,1.0,6684.34,215,1,2,3
470.3,1699,1,2,0,40.0,0,88.0,1.0,8524.09,97,2,0,2
261.69,2238,1,30,0,53.0,2,84.00000000000001,1.0,5126.65,166,1,0,1
365.04,452,1,41,1,22.0,3,94.0,1.0,873.8899999999999,344,2,2,0
211.1,1712,1,24,1,57.0,2,136.0,1.0,7059.77,38,1,0,2
21.49,810,1,10,0,58.0,0,240.0,1.0,11991.24,105,1,0,3
63.58,1690,1,8,0,18.0,3,199.0,1.0,8086.040000000001,332,1,2,2
321.86,1333,1,35,0,63.0,0,167.0,1.0,12626.49,12,2,1,2
12.11,2353,1,17,3,75.0,2,127.0,1.0,1730.28,47,1,1,1
642.54,856,1,25,1,44.0,1,28.0,1.0,3143.17,253,0,0,3
210.45,2342,1,19,0,27.0,3,146.0,1.0,1242.49,1,1,2,1
313.65,179,0,6,1,55.0,2,173.0,1.0,1886.36,265,2,0,0
99.76,1424,1,34,1,26.0,3,131.0,1.0,416.89,3,1,2,2
115.32,1348,1,10,1,53.0,2,113.0,1.0,5929.08,133,1,0,2
33.61,1535,1,25,2,23.0,3,72.0,1.0,479.08,137,1,2,2
498.59,182,0,28,2,33.0,0,32.0,1.0,5862.99,35,2,2,0
98.81,1632,1,37,1,27.0,3,91.0,1.0,797.1,108,1,2,2
1.8700000000000003,1980,1,42,0,65.0,2,147.0,1.0,7287.94,205,1,1,1
78.92,1100,0,17,2,59.0,1,95.0,1.0,5624.86,125,1,0,3
194.29,142,0,39,1,39.0,1,10.0,1.0,2988.41,154,1,0,0
28.73,2485,1,18,0,53.0,1,185.0,1.0,2712.96,134,1,0,1
105.53,1103,1,7,2,24.0,3,88.0,1.0,1433.66,231,1,2,3
737.34,550,1,24,2,30.0,0,34.0,1.0,7336.56,103,0,2,0
237.86,239,1,30,0,18.0,3,210.0,1.0,475.62999999999994,237,1,2,0
409.61,1355,1,18,1,65.0,0,89.0,1.0,11698.15,233,2,1,2
75.53,1537,0,14,2,21.0,3,157.0,1.0,1034.35,48,1,2,2
72.75,782,1,31,0,64.0,0,15.0,1.0,12042.79,56,1,1,3
39.11,1624,1,8,2,26.0,3,143.0,1.0,518.54,124,1,2,2
729.38,2137,1,20,0,68.0,0,90.0,1.0,9127.65,113,0,1,1
137.49,1359,1,13,0,34.0,1,50.00000000000001,1.0,4471.05,41,1,2,2
504.71,678,1,11,2,29.0,1,61.00000000000001,1.0,6214.54,134,2,2,3
371.47,980,0,25,1,24.0,3,58.00000000000001,1.0,1187.04,46,2,2,3
430.35,339,1,5,2,36.0,0,205.0,1.0,354.9,267,2,2,0
230.32,880,1,19,1,35.0,1,56.0,1.0,791.46,131,1,2,3
121.71,1649,1,6,0,52.0,2,140.0,1.0,5878.89,299,1,0,2
98.87,25,1,11,2,20.0,3,179.0,1.0,533.2,35,1,2,0
117.55,903,1,14,0,24.0,3,35.0,1.0,897.94,289,1,2,3
244.64,357,1,40,1,30.0,0,103.0,1.0,9159.56,30,1,2,0
321.93,2300,1,26,0,45.0,1,12.0,1.0,4392.73,88,2,0,1
283.23,2485,1,12,2,40.0,1,98.0,1.0,2008.7700000000002,75,1,0,1
346.65,2475,1,42,2,30.0,1,60.00000000000001,1.0,6356.96,35,2,2,1
381.62,173,1,19,2,64.0,2,164.0,1.0,6009.12,360,2,1,0
388.65,349,1,28,0,76.0,2,43.0,1.0,7896.850000000001,112,2,1,0
29.22,1235,1,35,0,24.0,3,151.0,1.0,1649.43,160,1,2,3
46.75,1389,1,7,1,67.0,2,150.0,1.0,2840.43,177,1,1,2
348.64,1057,1,38,2,57.0,2,128.0,1.0,3274.96,298,2,0,3
319.17,78,1,40,2,73.0,2,81.0,1.0,6501.56,146,2,1,0
73.95,2063,1,18,0,26.0,3,75.99999999999999,1.0,363.92,59,1,2,1
389.63,311,1,23,2,27.0,1,99.0,1.0,9748.48,152,2,2,0
217.61,533,1,6,0,19.0,3,45.0,1.0,1404.53,225,1,2,0
199.84,94,1,9,0,21.0,3,150.0,1.0,706.44,171,1,2,0
56.35,255,1,5,0,44.0,0,75.0,1.0,5095.73,73,1,0,0
248.95000000000002,1102,0,37,1,65.0,2,29.000000000000004,1.0,3059.79,189,1,1,3
142.58,1110,1,35,0,33.0,1,145.0,1.0,7844.23,23,1,2,3
333.78,2269,1,36,0,60.0,2,98.0,1.0,6810.94,87,2,1,1
332.59,1279,1,35,2,55.0,2,143.0,1.0,1457.07,162,2,0,2
236.81,2017,1,28,1,22.0,3,15.0,1.0,813.68,55,1,2,1
417.8,1161,0,30,1,27.0,3,130.0,1.0,1518.82,174,2,2,3
319.27,1430,1,35,0,50.0,0,150.0,1.0,10269.78,354,2,0,2
384.1,2485,1,11,1,42.0,1,172.0,1.0,672.7899999999998,318,2,0,1
820.62,445,0,14,1,61.0,0,158.0,1.0,6024.8,65,0,1,0
474.77,2424,0,16,2,56.0,1,50.00000000000001,1.0,2158.59,133,2,0,1
542.72,1643,0,16,1,43.0,0,91.99999999999999,1.0,6011.8,150,2,0,2
79.8,2417,1,13,0,73.0,2,75.99999999999999,1.0,6372.58,25,1,1,1
46.24,492,1,36,1,57.0,1,52.00000000000001,1.0,2569.56,61,1,0,0
327.8,2206,1,37,0,61.0,0,53.99999999999999,1.0,10585.48,175,2,1,1
445.79,1238,1,19,0,52.0,0,161.0,1.0,717.9899999999999,341,2,0,2
55.89,1517,1,14,2,72.0,2,150.0,1.0,3689.65,309,1,1,2
158.41,257,1,34,1,28.0,3,16.0,1.0,1512.16,220,1,2,0
101.19,2263,0,10,2,64.0,0,75.0,1.0,14389.45,201,1,1,1
61.970000000000006,940,1,31,0,74.0,2,95.0,1.0,7014.69,263,1,1,3
27.21,1089,1,38,0,79.0,2,102.0,1.0,3520.61,26,1,1,3
173.74,1674,1,15,2,80.0,2,64.0,1.0,4913.42,328,1,1,2
176.11,1461,1,38,1,38.0,1,105.0,1.0,9155.35,247,1,2,2
88.4,2113,1,13,2,46.0,1,174.0,1.0,2567.53,198,1,0,1
567.92,1126,1,8,2,53.0,2,14.0,1.0,3779.4699999999993,348,2,0,3
138.11,2350,0,31,2,68.0,2,104.0,1.0,4177.65,41,1,1,1
456.93,1803,0,41,1,28.0,1,193.0,1.0,7284.76,186,2,2,2
101.42,762,1,1,2,66.0,2,146.0,1.0,6530.59,358,1,1,3
300.61,789,1,12,2,44.0,0,51.00000000000001,1.0,7895.540000000001,332,1,0,3
265.94,1008,1,4,2,54.0,1,132.0,1.0,6781.3,14,1,0,3
345.54,159,1,36,2,29.0,1,50.00000000000001,1.0,2091.78,285,2,2,0
411.52,75,1,20,0,41.0,0,88.0,1.0,11108.39,170,2,0,0
